Accession,Species,Geo_Location,Collection_Date
MT358712,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358713,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358714,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358715,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358716,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358717,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358718,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358719,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358720,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358721,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358722,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358723,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358724,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358725,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358726,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-27
MT358727,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-30
MT358728,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-31
MT358729,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-31
MT358730,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358731,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358732,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358733,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358734,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358735,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-28
MT358736,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358737,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-28
MT358738,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-28
MT358739,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358740,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-28
MT358741,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358742,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-29
MT358743,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-04-01
MT358744,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-04-01
MT358745,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-29
MT358746,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-31
MT358747,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-31
MT358748,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-31
MT359865,Severe acute respiratory syndrome-related coronavirus,Spain,2020-03-15
MT359866,Severe acute respiratory syndrome-related coronavirus,Spain,2020-03-15
MT350236,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350237,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350238,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350239,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350240,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350241,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350242,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350243,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350244,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350245,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350246,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-04
MT350247,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350248,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350249,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350250,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350251,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350252,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-03
MT350253,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-04
MT350254,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-04
MT350255,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-04
MT350256,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-04
MT350257,Severe acute respiratory syndrome-related coronavirus,USA: VA,2020-04
MT350263,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350264,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350265,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350266,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350267,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350268,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350269,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-20
MT350270,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350271,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-20
MT350272,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350273,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350274,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350275,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350276,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350277,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350278,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350279,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350280,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-19
MT350282,Severe acute respiratory syndrome-related coronavirus,Brazil,2020-03-18
MT344944,Severe acute respiratory syndrome-related coronavirus,USA: CT,2020-03-08
MT344945,Severe acute respiratory syndrome-related coronavirus,USA: GA,2020-03-07
MT344946,Severe acute respiratory syndrome-related coronavirus,USA: GA,2020-03
MT344947,Severe acute respiratory syndrome-related coronavirus,USA: GA,2020-03
MT344948,Severe acute respiratory syndrome-related coronavirus,USA: HI,2020-03-05
MT344949,Severe acute respiratory syndrome-related coronavirus,USA: HI,2020-03-07
MT344950,Severe acute respiratory syndrome-related coronavirus,USA: IN,2020-03-07
MT344951,Severe acute respiratory syndrome-related coronavirus,USA: IN,2020-03-08
MT344952,Severe acute respiratory syndrome-related coronavirus,USA: IN,2020-03-09
MT344953,Severe acute respiratory syndrome-related coronavirus,USA: MD,2020-03-04
MT344954,Severe acute respiratory syndrome-related coronavirus,USA: MN,2020-03-05
MT344955,Severe acute respiratory syndrome-related coronavirus,USA: OH,2020-03-08
MT344956,Severe acute respiratory syndrome-related coronavirus,USA: OH,2020-03-07
MT344957,Severe acute respiratory syndrome-related coronavirus,USA: PA,2020-03-07
MT344958,Severe acute respiratory syndrome-related coronavirus,USA: PA,2020-03-07
MT344959,Severe acute respiratory syndrome-related coronavirus,USA: PA,2020-03-08
MT344960,Severe acute respiratory syndrome-related coronavirus,USA: RI,2020-03-09
MT344961,Severe acute respiratory syndrome-related coronavirus,USA: NV,2020-03-07
MT344962,Severe acute respiratory syndrome-related coronavirus,USA: MN,2020-03-07
MT344963,Severe acute respiratory syndrome-related coronavirus,USA: NC,2020-03-08
MT345798,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345799,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-23
MT345800,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345801,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345802,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-21
MT345803,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-21
MT345804,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345805,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-23
MT345806,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345807,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345808,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345809,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345810,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345811,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345812,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345813,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345814,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345815,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345816,Severe acute respiratory syndrome-related coronavirus,USA,2020-03-23
MT345817,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-24
MT345818,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345819,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345820,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345821,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345822,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345823,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345824,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345825,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345826,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345827,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345828,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-23
MT345829,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345830,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345831,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-23
MT345832,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345833,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345834,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-26
MT345835,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345836,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-23
MT345837,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-23
MT345838,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-23
MT345839,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-23
MT345840,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345841,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345842,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345843,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345844,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345845,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345846,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345847,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345848,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345849,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345850,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-24
MT345851,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345852,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345853,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345854,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345855,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345856,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345857,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-24
MT345858,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-23
MT345859,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345860,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345861,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345862,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345863,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-23
MT345864,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-20
MT345865,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-25
MT345866,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-23
MT345867,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-23
MT345868,Severe acute respiratory syndrome-related coronavirus,USA: CT,2020-03-30
MT345869,Severe acute respiratory syndrome-related coronavirus,USA: CT,2020-03-30
MT345870,Severe acute respiratory syndrome-related coronavirus,USA: CT,2020-03-30
MT345871,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-27
MT345872,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-27
MT345873,Severe acute respiratory syndrome-related coronavirus,USA: CT,2020-03-30
MT345874,Severe acute respiratory syndrome-related coronavirus,USA: CT,2020-03-30
MT345875,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-28
MT345876,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-28
MT345877,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-27
MT345878,Severe acute respiratory syndrome-related coronavirus,USA: OR,2020-03-29
MT345879,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-28
MT345880,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-28
MT345881,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-30
MT345882,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-31
MT345883,Severe acute respiratory syndrome-related coronavirus,USA: WA,2020-03-31
MT345884,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-29
MT345885,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-30
MT345886,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-27
MT345887,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-29
MT345888,Severe acute respiratory syndrome-related coronavirus,USA: ID,2020-03-29
MT339039,Severe acute respiratory syndrome-related coronavirus,"USA: Maricopa County, Arizona",2020-03-17
